ID	tweet	labels		
1327812070444834816t	@robinmonotti David, Lets Share the TRUTH about Covid 19 and the pending MANDATORY VACCINES TOGETHER!    https://t.co/Qu6Wzstz3O  https://t.co/82rLf0nlnV	mandatory		
1264539283857108994t	@Ccressman87 @DeniseE100 @CTVToronto We need to start asking those in charge ,if most Covid cases are mild/assymptomatic and majority of deaths are in care homes, why all the extra public health measures, social distancing , ppe and vaccine propaganda? As	unnecessary		
1374135231855407106t	@Emilee_Fannon @SenRonJohnson There is something STRANGE about COVID-19. I think it's something that Trump created, don't believe that he ever had it, don't believe he was vacinated for it. something weird is going on, that is why a lot of Blacks are afra	political		
1334474301546835968t	@7_relentless @upinsmoke000 I think your standpoint is spot on. There are plenty of concerns from doctors & medical professionals about the way this vaccine has been rushed through. This is from the BMJ: 'Will covid-19 vaccines save lives? Current trials 	rushed		
1308890990950912003t	@DontDenyThe Unfortunately #Moderna #BillGates' #COVID19 vaccine manufacturer is seeking exactly the same immunity from liability in the event of catastrophic side effects.	side-effect pharma		
1337526914781679616t	"If this is what Pfizer call ""being honest & open"", I cant see *any* country giving a license to sell this vaccine, & its becoming apparent why they were so insistent on getting liability indemnity before producing it... It doesnt need to be like this. Publish the *full data*."	conspiracy		
1375550703050035205t	This is why I won’t be taking the vaccine fuck the elderly they racist😂 https://t.co/sKub6jv4lN	none		
1356277999801401350t	"@guardian ""Doctors said they think it's the metals in the vaccine that's causing her to have the neurological reaction"" 18.01.2021 RT Woman's severe reaction to Pfizer COVID vaccine prompts investigation https://t.co/HmERAKa5qy 2017 New Quality-Control In"	ingredients side-effect		
1336387778632888324t	Translation: Putting it into one vaccine shot would lead to prohibitive side-effects. By spreading it over two, Pfizer/biontech hope these might be a bit less severe. And how can we be sure that the same stuff in the same quantity as in the p3-study will be applied in reality?	side-effect		
1327217080953876480t	@pfizer I will do everything in my power to avoid ALL of your medications. You intentionally held back the China Virus vaccine results until after the election. Y'all are a scam! 😡 Y'all didn't like @realDonaldTrump's favored nation rule. Y'all are sic	political		
1312747596734177285t	@Pfizer_UK Piss off with this. Sick of seeing it. Anyone with a brain isn’t interested & will resist this vaccine. We’ll also be pushing for any of our money paid in this corruption be recovered.	political		
1319446298043580418t	What the military got to do with the fucking vaccine? This man is sick.	side-effect		
1336358695484207110t	@CappettoJeremy @IOHK_Charles There hasn’t been enough time to assess long term effects. Pfizer will monitor test subjects for another two years. Go figure. And they expect people to take the vaccine.	ineffective		
1334802078842179584t	@danwootton @axios The government as you went in thinking the vaccine was tested completely but think about it seriously, has the government told the truth in anything. I wouldn't trust anything unless you see them go into rooms after having the needle wi	rushed political		
1364146387982688256t	@1paulgreenwood @BakuraOfKulElna My point is that if a healthy person can create antibodies there is no need to be injected with a vaccine - that should be for vulnerable people only.	unnecessary		
1336014077244682243t	The flu kills children and the flu vaccine isn’t mandatory.   How could the covid vaccine be mandatory without an obvious contradiction?	mandatory		
1246510108147941377t	YOU DO KNOW AMERICA THAT THERE IS A CURE FOR THIS BILL GATES CHINA VIRUS CALLED COVID-19?  YOU DON'T NEED THAT DISEASED RIDDLED VACCINE.	side-effect		
1377388023042732032t	@jcarrollosen @fromjemma @PalmerReport You don't have to get the vaccine. I'm highly allergic and will not do it. Don't feel pressure to do so if you don't. We have personal freedoms in this country. Pro-choice means pro-choice for our bodies, period.	side-effect		
1294464800722948098t	@hildabast Hi, so you state that only 1 person got a mild fever from the Novavax vaccine. Care to elaborate on other SAEs? I’ll help, at least 10% had severe of everything else. Why the omission?	side-effect		
1367723568012943360t	A fanatical leftist and a hysterical Covid whackodoodle Scott Aaronson lays bedridden, because of something related to Covid. But it's not a virus, it's the 2nd dose of the Moderna mRNA vaccine https://t.co/EtWDcx3d0y I agree with his Zen comments that QM needs no interpretation.	side-effect		
1339697165879402497t	@adamfeuerstein Ohhhhh aahhhhhh ohhhhhh anti-science within science? Unbelievable. Because every argument against puppy Moderna or even abstain is automatically anti-science. Moderna is a religion already!!!!!	religious pharma		
1244701267714138116t	@RegimeChangeInc no thanks.  I refuse to be vaccinated again. You'll have to use force, and I will resist. You have nothing to fear from those that refuse to vaccinate. If the vaccine works, these people are no threat. If the vaccine doesn't work, they we	mandatory		
1416584970051723264t	Orange County woman's death after 2nd dose of Moderna COVID-19 vaccine spurs concern from family | https://t.co/BpJ2RLscSS https://t.co/192qbtrLFC	side-effect		
1325871466374557696t	@andydalessio2 @jill_d35 @hrw Pfizer should be dismantled and driven to bankruptcy. And they are making the vaccines?	pharma		
1304805534013349888t	Almost half of Russians say they don't want to be vaccinated against Covid-19 & 43% believe dangers of coronavirus are exaggerated. IF YOU TAKE THE VACCINE YOU WILL DIE FROM THE FLU THE FOLLOWING FLU SEASON! — RT Russia & Former Soviet Union https://t.co/uQnX6a4PM5	side-effect		
1260258769524662276t	the lady who gives the animals vaccines didn’t even know that Aluminum AND Formaldehyde which are HARMFUL ingredients are in all vaccines kinda sounded confused.. exactly they don’t teach facts about vaccines in school they’re poison and can cause illnesses! #vaccinesArePoison	side-effect ingredients		
1404734261085806592t	@ebbenieuweboer @Geniusguy10 We're now getting clear signals that there are safety issues with Pfizer in younger cohorts too - not unexpected, myocarditis is common with viral infections and vaccines - but given there's near no risk of covid19 to them, I'	side-effect unnecessary		
1301889588701528064t	@Reuters LOLOLOL, because it gave people COVID. Who would trust a Russian vaccine?????	country		
1169637442191687680t	@sacbee_news @GavinNewsom 1 prescription drug which is taken orally has about 100 side effects and affects people of different types differently. For ex, a drug with sulphur might affect you but not someone else. How do you expect an injected vaccine, to 	side-effect		
1264626610357129216t	@quinner12344 @Chaz_CFC We don’t have vaccines for the other 18 strains of Corona? I thought like with all vaccines we get it our immune system fights it and we carry on till someone else has bat for breakfast snake for dinner 😀	ineffective		
1344278693548589056t	That's right - everybody run and get your vaccine. 🙄 US Nurse Tests Positive Over A Week After Receiving Pfizer Vaccine: Report - NDTV https://t.co/NC6zFfuCsE	ineffective		
1333514297469775872t	@LozzaFox Whatever happened to a person's medical history being private? Do they get to override religious/ethical beliefs on the contents of this vaccine? Many questions that need answering before state sponsored discrimination starts.	mandatory		
1361406683541602306t	#Panarama If you are <40, healthy & fit, with no conditions or situations that may put you at extra risk, do you really need a vaccine for #covid19. 0% risk from infection. High asymptomatic %. Once/If you've had covid, you have immunity. 'Vaccinate' very old /very fat /very ill.	unnecessary		
1449773209923067908t	How it feels when the tables are turned and nurse becomes patient… #Pfizervaccine #Covidvaccine #vaccineinjuries @vaccineinnjured (@Np4Science) https://t.co/e4GGNBAcA4	side-effect		
1381991459201638401t	FDA advises states to pause use of J&J Covid vaccine after rare blood-clotting issue affects 6 women, kills 1 This is not good news. #COVID19 #CovidVaccine #JohnsonandJohnson https://t.co/8Hr3LQxylm	side-effect		
1339321308954447878t	THIS is alarming. An anaphylactic reaction to substances is not the norm. Moderna's vaccine also uses mRNA technology, but with a different 'fat' material : https://t.co/0KvHVfhGQM	side-effect		
1360339472299171842t	"@CTVNews What's the current ""dead FROM vaccine"" count?   And remember - you have to count it the same way covid ""deaths"" are counted!"	side-effect		
1378073391719198723t	Wouldn’t be too upset if this covid vaccine kills me	side-effect		
1326319285753569280t	@newsmax What actually is in Pfizer's new vaccine? Is it going to be the same old formaldehyde and Mercury..	ingredients		
1411185420692430851t	@OnceWasBlocked @drgregkelly The AZ vaccine can cause TTS (clots) in young people, esp females. The Pfizer vaccine can cause Myocarditis/Pericarditis in young people, esp males. We oldies are at less risk. Would any of us consider vaccinating ourselves to	side-effect		
1375812860081803272t	Pfizer testing their vaccine on baby’s (6 months)....who would allow them to experiment on their baby???	none		
1334419472283803649t	@IanMcNeilly @DannyWright6 @JamieMoore777 They've been working on a Covid-19 vaccine for 10 years yet the virus was leaked in March? So this whole set up is 10 years old is that what your saying?	conspiracy		
1366169321618178053t	Absolutely true! The so called vaccine in a Synthetic Pathogen and can fail in 3 months of it use. Has already caused fatalities and been shown in disfavor by many news agencies!	side-effect ineffective		
1355511558449864710t	What we know about the single dose Johnson & Johnson coronavirus vaccine. Same company that knew their baby talc was a cancer inducing agent. https://t.co/1MV4pNxJcp	pharma		
1336235034186043392t	Don’t know how I feel about the elderly blindly getting vaccinated first. Almost feels like lambs for slaughter? #CovidVaccine	none		
1340089016050454530t	@Imdragonman420 If residents at nursing homes are vaccinated, there is absolutely no reason to vaccinate the staff unless they want it. If vaccine works, then the vulnerable are protected. If it doesn’t work then @pfizer should be investigated. What in 	ineffective		
1302475278380277768t	@donwinslow I am horribly concerned releasing a vaccine before it’s ready. What is the medical impact of a vaccine that is not proven. Could COVID-19 spread faster with a vaccine that is not fully tested and proven?	rushed		
1321545873634037765t	@KatsuPjxy @techincolourK @itisearl @SkyNews I understand why they do it but my point is It only delays it and your willing to hide away indefinitely on the hope of some miracle vaccine coming along	ineffective		
1335597585315241986t	@michell4trump20 @kmacbean123 I'm a nurse. I am mandated to get the flu vaccine annually & to stay up to date on most other vaccines, like tetanus. However, my employer has stated that as of right now, they will not mandate the COVID vaccine. Hopefully th	mandatory		
1293301922041077763t	Yeah I’m not taking a rushed vaccine until we see how many people it kills. I am fine staying in my house away from people #RussianVaccine	rushed		
1364523006060605446t	If you choose to be vaccinated then you’re protected, passport not needed. This is discriminatory against people who are at risk of damage from vaccine. E.g. those with severe allergies	mandatory side-effect		
1334992903169458178t	@timesofindia @narendramodi Zydus Cadila , Bharat Biotech , Serum -- all are indemnified from side effects caused by vaccines	side-effect		
1386719445595262983t	@mcfunny @sallytca @CameronTheile @HeyImMaggy The Johnson & Johnson vaccine has caused blood clots in some people and some have even died.	side-effect		
1330963335387418625t	@jeremy_hume @BBCNews Ferguson, Vallance & Whitty have just made billions today, their £5m investment in the AstraZeneca vaccine has paid dividends.	pharma		
1277560406911811585t	@goodfoodgal I've started pro asking pro lockdown types how they see this ending.   When can the lockdown be lifted, and travel resumed?  Vaccines seem to be their best hope, but when you point out that decades of trying has never created an effective COV	ineffective		
1328793430126899201t	@SandraWeeden The Moderna who have never released a vaccine previously! How convenient!	pharma		
1255765560786329601t	@CruiseCriticUK Will Seabourn guarantee a full refund if I book and then before the cruise insist on a vaccination certificate for whatever mythical disease the government thinks up? Without this guarantee I will not be booking.	mandatory unnecessary		
1293393565838606336t	A COVID vaccine won't see me until the 3rd or 4th batch.	none		
1343985637687439367t	If you get the vaccine does that mean you cannot get Corona anymore? So you don’t have to isolate or wear a mask bc if not then what’s the point in getting it???	ineffective		
1263063748501217281t	@Bee42681881 @Majeh19 People that have had Covid, do not need a vaccine. Young people do not need a vaccine. So l hope it will be offered on a voluntary basis.	unnecessary		
1346795824018296833t	@JamesDelingpole I'm 22 years old with no medical conditions, I'm not taking the vaccine at all because it's possible side effects far outweigh anything Covid could do to me, it's the only reasonable idea, people at risk should wait until the effects are 	unnecessary		
1288646596675145728t	@NVICLoeDown Desperate public? Or people daily bombarded by the media that they won't get their life back unless they succumb to a vaccine? There's a difference between 'desperation' and 'coercion'. https://t.co/1b1Ds9gX3E	mandatory		
1376655992834961408t	@janekin24 Maybe I’m just paranoid but maybe maybe he has invested interest in vaccine manufacturers?	pharma		
1369706683165990915t	Boris Johnson: Covid Vaccine related Deaths within 28 days of receiving Vaccine - Sign the Petition!  https://t.co/u4A5bJWcZT via @UKChange	side-effect		
1330284349611237383t	Let the mass defiance begin this has nothing to do with covid and all to do with money and forcing a vaccine on the population this corruption of our democracy must end     https://t.co/06KvJ2yCcl	political		
1339676396805890053t	@LisaKukla @DrNancyM_CDC @CDCgov Show me where it's safe. Astra Zeneca has aborted white Male 14 week old fetal lung tissue. Do the RESEARCH!!!	side-effect		
1284832883849469952t	@AshwinMCupido @drdavidsamadi @CNN Oxford Uni was lamenting that the virus wasn't creating enough cases for it to test its vaccine. (Why do we even need a vaccine in that case?) . But test it they must (mega £££ profits at stake), so off to the usual g	pharma		
1347776667217891329t	CDC launches probe after ‘very healthy’ Miami doctor dies 2 weeks after taking Pfizer’s Covid-19 jab https://t.co/qEOipe7QTL #finally I have CONSTANTLY CONTACTED CDC FDA AMA — IT MUST BE BANNED	side-effect		
1274415537716629504t	@paulstorms It takes many years to create a vaccine that is properly tested. Everyone is going to eventually get COVID-19. Stop being afraid, over 99% will survive it	rushed		
1254150367174111233t	@darhar981 @VFL2013 Does governor blackface think no one should get COVID-19 ever? And does he think flu vaccines are 100%, because they aren’t, at best they’re like 49%, and since this virus already has 35 strains according to Swedish scientists, a v	ineffective		
1398047144930529282t	Five more suffer blood clotting after receiving AstraZeneca jab https://t.co/mLHHBwRI1c but the Chef of the TGA before AstraZeneca has been started OFFICIALLY said AstraZeneca is safe and does not have any complications like blood clots - how we can trust the TGA?	side-effect		
1231085710515437568t	@CoatsandLinen Bernie supporter here. No way would I take any vaccine. They always put toxic shite in them, and it’s just a guess if it’s the right combination to deal with that one specific disease. Just build your immune system and live a healthy li	pharma ingredients		
1365796784753238017t	I feel the need to say my husband, who is three years off 60, and is a policeman, has not yet had the vaccine and we are very chilled about this fact. It comes when it comes. #patience	none		
1370688547800317953t	@7NewsSydney @pfizer If this doctor had been vaccinated, he wouldnt have had his 2nd shot by now, so wouldnt have max recipient immunity. And what is the extent of the vaccinated showing symptoms after later maybe contracting covid and knowing to get test	ineffective		
1364072418168438786t	@ManOfKent17 @JuliaHB1 Spread to who? If those who suffer are now vaccinated. Who is going to suffer? Goal post changed again hasn’t it. Health passports required next. Goodbye freedom	mandatory		
1329442479209320454t	@SciencePharmer @JodiKoberinski I have never questioned Moderna's safety - in fact Jodi recently pulled me up for that. https://t.co/BnagRekBMy Efficacy is suspect - and long term effects unknown	ineffective side-effect		
1359309669324496904t	@Vascillia @realjuliasong @PetiteNicoco How do know grandma hasn't had a vaccine or had Covid and is immune...you don't	none		
1335692334730719233t	@ben01184856 @science_guy5 @10DowningStreet @Pfizer_UK @BioNTech_Group @MHRAgovuk And no problems will be found with this vaccine will there because any side effects will be attributed to COVID19 itsself. If you want to accept a vaccine with no long term 	side-effect rushed		
1376311052166651906t	Adrenaline for allergic reaction is exactly why I got refused my booked Covid vaccine - in case I have one 🤯! It’s even on my notes - do not use anaesthesia with adrenaline.. Head fry moment there!	side-effect		
1244388321012277249t	@KarelLogan35 @DVATW New may be ... But who brought it, pushed it.. See how American drug companies spreadvirus n come out with vaccines, doing exactly what chinese virus is doing... Bill gates owns all vaccine companies, all in the name of charity, weste	pharma		
1364688308186488832t	#Germany➡️ no one wants th #AstraZeneca-#vaccine, bc it's less #effective and leads to severe #sideeffects... (only 106,586 of the 736,800 doses delivered have been administered) https://t.co/ILPPZoLNvR	ineffective side-effect		
1288847921161674754t	@mattstringertx The Gilead folks or vaccine manufacturers must have invested HEAVILY in Facebook stock to get that kind of censorship put in place to protect their interests.	pharma		
1374685690580066307t	‘Take your COViCE vaccination & inject it directly up your asshole’ gang: https://t.co/llJT1364dj	none		
1368721752763871242t	@bobcat10S @clevelanddotcom You mean the vaccinations that don't actually provide immunity to Covid? They're high-powered cold meds. I hate to tell you, but many, many, many people aren't getting the voodoo vaccine. Keep wearing your mask and stay inside 	ineffective		
1374409421552427015t	AstraZeneca used ‘outdated and potentially misleading data’ that overstated the effectiveness of its vaccine, independent panel says [wouldn't it be better if clinical trials were not run by the companies whose products they evaluate?] https://t.co/NlAQTAtyDV	ineffective		
1336286418679820289t	@SciencePharmer During that year, the flu vaccine was 35% percent, as opposed to other higher percentages previous years. People are COVID fatigued, as you know. If the vax was worth taking, I’d do it, but knowing it has to take time to build up, I’m 	ineffective		
1255864714111967239t	Forced vaccination is a crime against humanity! And violation of: 1) Nuremberg Code 2) UNESCO Universal Declaration on Bioethics and Human Rights (art.6). 3) UN International Covenant on Civil and Political Rights (art. 7). 4) UN Universal Declaration of Human Rights (art. 3).	mandatory		
1371533549816442881t	Now 19 Countries! Still say this is a good idea Boris? COVID-19: Germany, France, Italy and Spain suspending Oxford-AstraZeneca coronavirus vaccine amid blood clot concerns https://t.co/0fTJsYrBF3 https://t.co/ACKW1MVi1H	side-effect		
1336766507078930432t	@pollypreston In basic military training we had to wait 15 minutes after vaccination because the military doesn't outright lie about the fact that some people have bad reactions. Covid-19 vaccine is particularly scary. This morning yahoo news said 2 peopl	side-effect		
1364380795301998600t	@xKatMartin @RJGervais8ball Why on earth would anyone want a vaccine that is in the trial stages for a virus with a 99.97% survival rate	rushed unnecessary		
1277345815388962816t	@djrazorgirl And Moderna is using a lovely new fetal cell line🤮 Fauci waived animal testing days after this lie🤬 https://t.co/fmDLwcviW4 #FireFauci	ingredients		
1406823357899624449t	"@MaTaliano The Swine flu vaccine was [allegedly ]withdrawn ""after doctors noticed a sharp rise in narcolepsy among those receiving it"". https://t.co/gRcvvsBqSI 47 fatalities are implied here from Pandemrix: (and also 12 cases of facial palsy, as in Pfizer"	side-effect		
1327259017018814467t	They hyping up those numbers to enforce a lockdown then next is the push of vaccines..Pfizer gotta 90% effective vaccine lined up to push on y’all...basically gone be a test dummy	rushed		
1321038266523471873t	"@EwellGregoor @RichieAllenShow No ""vaccine"" has never been shown to be able to ""immunize"", simply therefore there is no such thing as an ""immune system"". All Rockefeller's toxic petrochemical-based drugs are fictitious. It's all a scam."	ineffective		
1328001873140445191t	@scrowder I don’t believe we have one now. Don’t get me wrong, I love Trump. But I don’t trust Pfizer or Merck or any of the Pharma Swamp creatures. And I neverrrrr will. There has never been a safe and effective vaccine, and they aren’t turning o	ineffective		
1409165105238056961t	@MikeGal041 @annchowie @BNODesk But not two doses yet, because we have to be unique and leave a 10-12 week gap instead of vaccinating people properly. Most fully vaccinated Delta fatalities were with AstraZeneca.	side-effect		
1358481291960668161t	@AlexBerenson This is an experimental vaccine. Approved for emergency use only. Why are healthy people who are 99.6% likely to have mild or no symptoms IF they get Covid, subjecting themselves to something that can alter their bodies in ways we do not kno	rushed		
1326136788574998528t	@DalbidEU @noelphobic Pfizer's jab is an RNA vaccine (genetic material). From whence is this genetic material derived? How does it attach itself to & modify our own RNA/DNA? What are the possible side effects - especially long term? Nobody knows so is it 	side-effect		
1334910503508959232t	@LindseyGrahamSC @realDonaldTrump Sec 230 is extremely important yes....but can we please not force our military to take this covid vaccine! #protectourmilitary	mandatory		
1260294026995122183t	@Offende23479255 Nope. I do not take flu vaccines, you can bet I will not take a vaccine for the Covid.	none		
1371101538236559366t	"When you take this insane Covid-19 vaccine you become a transhuman and is totally controlled by demonic AI (artificial intelligence) entities. There is no way around that fact. We know that Mr. Stephen King is a ""elite"" member inside their ""exclusive club"" of evilness."	side-effect conspiracy		
1265031425004392465t	@BARDA @statnews btw where are the results of the vaccines you ordered from AstraZeneca in millions of doses? It failed animal trial, didn't it? Or I've heard wrong? And setup of phase 3 is going on?!!!! Of a vaccine which allegedly failed preclinicals?�	rushed		
1326511540573507585t	If Pfizer made a car, at least then they’d have, you know, responsibility for a shoddy product- but since they make vaccines, they’re protected by from liability for them by the US government. #1986theAct 🤯🤯	pharma		
1324227419725848576t	@SkyNewsThomas No chance, a rushed vaccine, made by criminals 🤦🏻‍♂️ #AstraZeneca lawsuits.	rushed pharma		
1287930676898156546t	@DiamondandSilk @lamphieryeg Yup! Especially since Moderna’s vaccine will be ready at the same time as the flu shot!	none		
1344008048055115776t	This definitely makes me want to take this vaccine! For all we know their pumping a full syringe of chinese virus into us. Won't be getting it! ER nurse tests positive for COVID-19 eight days after receiving vaccine https://t.co/ZhQpF0MJ1B	ineffective ingredients		
1327404379612344320t	@Shumkoolie @iamToddyTickles I'm am absolutely willing to wait multiple years to see actual side effects and see if it works.. shit the flu vaccine is hit or miss yet covid vaccine done in months lol	rushed side-effect		
1354234857384271872t	@DaisyAdeleleo The VDL (Vaccine Defense League) are out in full force 🙄 They dont give 2 fucks about anything else people might be suffering 🙄🙄🙄🙄🙄🙄🙄🙄	side-effect		
1346346150975049728t	No informed consent taken! Everything about Covaxin STINKS. Now attempting to turn this into a 'nationalistic' issue with crap about criticism linked to 'tukde tukde gang'! Defies belief. International scientific community needs to shit on these thugs and ban this vaccine.	political		
1265617976973299722t	"@ScottGottliebMD I am #TeamVaccine and understand their importance. But this crazy, unprecedented rush job to spend billions of dollars making then prove it works on the direction of a bleach drinking, ""What've you gotta lose"" leader will not have me 1st "	rushed		
1293159650398031873t	As someone who grew up in Latvia, if I had to choose between catching the Rona or taking a hastily created, Russian vaccine, just shoot me straight up with that Covid.	country side-effect		
1443470393314975745t	"Nothing to see here - just a case of ""Central retinal vein occlusion after mRNA SARS-CoV-2 vaccination"" 15 days after Pfizer They (wrongly) say ""no reported cases in the world literature documenting CRVOs related to vaccination for COVID-19"" https://t.co/zfWKUeSlfB"	side-effect		
1445792397032570880t	#Myocarditis Two Countries Just Announced They're Halting Use of #Moderna Vaccine For Younger Age Groups https://t.co/eAp77L8bhv	side-effect		
1319603584841977856t	#america #USA #Washington earning your children are NOT SAFE! Trust me they are already doing this in schools in #SouthAfrica with Astra Zeneca nasal flu vax mist and a child died in Beaufort west 1 month ago	side-effect		
1253783593488285696t	@RealJamesWoods That's right. Please wait till we can poison you with our special vaccine!	side-effect		
1353737435646201858t	@BorisJohnson Yeah thanks for that Boris....my mum....in a care home was given your safe and effective vaccine 10 days ago....today she tested positive.....so which of your statements is a lie?	ineffective		
1326834182283276288t	@mallycuz Because polio was a significant threat to your health. Covid is of no threat whatsoever to children's health today, yet they're about to be vaccinated for it, with a vaccine that's been rushed through and that has entirely unknown health impacts	rushed		
1338566157062660098t	If u don’t need 2 wear a 😷 u don’t need the vaccine. #mondaythoughts #MondayMorning #CovidVaccine https://t.co/dYyf02Nk3j	none		
1355729088883924996t	@guardian ALREADY PEOPLE WHO HAVE HAD THE VACCINATION HAVE CAUGHT IT AGAIN ..... YOU ARE GOEBBELISM .... ITS A WELL KNOWN TACTIC TO MAKE PEOPLE SCRAMBLE FOR SOMETHING MAKE IT SEEM RARE THE RICH ARE GETTING AHEAD THERE IS A FIGHT OVER IT, AND YOU ARE PLAYI	ineffective		
1352340971497766912t	@Avi11215 @EricTopol @pfizer @BioNTech_Group @JAMA_current Not true for me (& not true for most people, & probably not true for YOU either). Like most adults, I do not have a peanut allergy & KNOW I don't. Therefore eating Reese's poses absolutely zero ri	side-effect		
1376708936976326656t	Vaccine passports are not a good idea and further not Constitutional	mandatory		
1096368628386000898t	@CNN @CNNOpinion Anti-vaccine support started long before Trump and will be there long after he is gone until the CDC steps forward and admits a real neurological disorder and seizure risk from vaccines and makes a focused effort to resolve that risk. Its	side-effect		
1364638763838697475t	@justin_hart Are we back to asymptomatic transmission again, now from the vaccinated? Every gov restriction/recommendation ultimately destroys lives & results in deaths of people who would've been ok had they gotten the virus. The obsession w/cases is lea	side-effect		
1222237063086559233t	@OANN @realDonaldTrump You mean @realDonaldTrump, the Johnson & Johnson that participated in the simulated Coronavirus event 201 on October, 18 2019? You have got to be kidding me....people are dying so some damn Pharma company can make a vaccine? It was 	pharma conspiracy		
1444747510489272320t	"Well, not my problem, eh?! ""Pfizer booster shot: The third shot side effect that makes daily activities 'impossible'"" https://t.co/m97Bjnjy13"	side-effect		
1288250485812727814t	Trump WH gave $1.6 billion for vaccine development to Novavax, a small company with no known expertise in vaccine development and who has never brought a vaccine to market in its over 30-year history. #COVID19 #Coronavirus #COVID #Pandemic2020 #Pandemic #CoronavirusPandemic	pharma		
1376608099285532674t	@sallypittcbc That's misleading if not a direct LIE. @jwfoods has gone public with the impact of the Astra Zeneca vaccine creating blood clots in his healthy 60 yr old aunt, who had a brain operation, and now in coma. Started with a headache	side-effect		
1338767262275182593t	I’m definitely not anti vax but we literally dont know the long term affects of the covid vaccine lol 😀 yolo ?	ineffective		
1341080642684116994t	@TMITV19 Since we don’t know any side-effects from about 8 months in, the vaccine could just as easily be yet a big problem. Time only will tell. Animals injected with mRNA have had violent reactions to an actual virus in the wild. For this one, Pfizer 	side-effect rushed		
1391760263771303943t	@s8mb Not to say they are “coordinating to keep covid around”. But they do own calculators. Pfizer’s board member mouthpiece is on national tv advocating for vaccine passports. Which imo should be illegal to do.	mandatory		
1397842214110253060t	While breathlessly claiming a PR effort that “could be linked” to Russia, major Western outlets are turning a blind eye to the very real report, authored by AstraZeneca, asking for better standards of data about vaccine safety. https://t.co/CLR67wiumk	side-effect		
1371456418050609152t	@GeorgeDavies4 @Alan__020 As the evidence for available treatments, like #Ivermectin, grows, the need for emergency, 'vaccine' trials stalls. The vulnerable should have 2 doses of the experimental 'vaccine', impacting 99% of likely 'deaths with..'. Lockdo	rushed unnecessary side-effect		
1343985032235524097t	Nou dat gaat de goede kant op... More Death and Fever from Pfizer Vaccine than Covid https://t.co/7WwYq8SVuE	side-effect		
1343314469167001601t	@Pandion_Knight @PunkSunflower @ClarkeMicah Exactly most people don't even realise this about the vaccine Pfizer COVID-19 vaccine is causing allergic reactions at a rate that is ‘superior’ than other shots https://t.co/xWeilVyTNl	side-effect		
1232814093146480640t	@KellywiseClown A vaccine will be ready fairly soon? He doesn’t know what he’s talking about.	rushed		
1376903734131896326t	@kristen_lindop @NightShiftMD Yes, several members of my family in the UK have had COVID and many more have had the AstraZeneca vaccine. We are going to cause more people to die, of COVID, because of this.	side-effect		
1359157704070225928t	@gericksen12 What strikes me odd is they did a Covid test on him when he was in hospital and it came back negative so seems there was something else in the vaccine that triggered his death https://t.co/X0VUXqMvdW	side-effect		
1338917381981302789t	@drfrankenwine @AlexBerenson @NEJM @pfizer It's de facto unblinded for many participants: People who received the vaccine were much more likely to develop a local reaction at the injection spot than those without, and also more likely to develop to develo	side-effect		
1377964731491880966t	YIKES: Scottish Woman’s Face, Arms, Chest, Back, and Legs Erupt Into Agonising Red Rash After Getting AstraZeneca’s Covid Vaccine https://t.co/bjZOmsIesF	side-effect		
1330303958146015235t	@davidnhamilton @JohnDelaney As far as we know-Pfizer’s vaccine does not prevent transmission. So, is that also your plan? To go on everywhere, infecting people? How selfish	ineffective		
1328722123611893760t	"""My worst day, physically, was probably the day they announced the Pfizer vaccine. “Well that’s just f***ing lovely for you all,” I thought. I had explosive sneezes, exactly like everybody says Covid doesn’t give you. My virus wanted out."" -@hugorifkind https://t.co/NxfIlAQhTC"	side-effect		
1345279796721246210t	WTF, the Butcher of UK @BorisJohnson keeps on his fuckup the management of covid - now it's the vaccination: 1 The vaccines will be be mixed and matched 2 follow up 2nd shot not 3 weeks after, but 12 weeks Science is dead	political		
1285246276410499073t	@AVA1111444 @keesaroo @EpigeneticWhisp You seriously believe this when he's given $450 million to JNJ/Moderna for a vaxx? When he has given $1.16 billion to Gates' GAVI? When he has positioned National Guard around the country to aid in injecting people? 	side-effect		
1330926494210805763t	"@DavidHerdson @AlastairMeeks and I expect the Oxford vaccine will not work well as a 2nd boaster. Hence I see the Oxford vaccine as letting as win ""round one"" with Covid19, but maybe needing other vaccines for ""round two""."	ineffective		
1439485455360303105t	#BreakingNews Recap : The indefinite us of Covid #vaccines and Pfizer's get out of jail card regarding serious heart damage to #Children and other numerous side effects. https://t.co/ldMWXI8KAZ	side-effect		
1287822529122447362t	@USlawreview As is MLB being potentially cancelled after startup, as I imagine other leagues may also do as well (I expected this). All fucking horseshit to drum up more fear, and create a bigger a push for the vaccine you and I know is coming. Sick of th	conspiracy		
1380842981146517507t	2/2 The Systematic adverse reactions to the vaccine for the covid recovered were ~50% higher than the adverse reactions for the uninfected. ( https://t.co/PAC8rcLYfE)	side-effect		
1253423058469048322t	@rising_serpent His credentials are just as you’d expect: pushing flu vaccine, affiliates with the WHO, Obama appointee. PhD, by the way, not MD. https://t.co/MsQw2MYg8P	none		
1404293217995034629t	"#Pfizer #PregnantWomen #BreastfeedingMothers ""The vaccine has not been studied in lactating women"" ""Very little data are available to assess vaccine safety in #pregnancy"" https://t.co/CIKJhxjIg5"	rushed		
